Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,FamilySize,isAlone,AgeBin,FareBin,Sex_male,Sex_female,Embarked_S,Embarked_C,Embarked_Q,Pclass_3,Pclass_1,Pclass_2,Title_Mr,Title_Miss,Title_Master,Title_rare
0,3,male,0.6980489315577578,0,0,0.029015339456179005,C,Mr,1,1,4,0,1,0,0,1,0,1,0,0,1,0,0,0
1,3,male,0.2722205017033137,0,0,0.03232850970550048,S,Mr,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
0,3,female,0.02446577887890988,0,1,0.0420170227073042,S,Miss,2,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
0,3,male,0.48900588417466706,1,0,0.06365302842635809,S,Mr,2,0,3,2,1,0,1,0,0,1,0,0,1,0,0,0
1,3,male,0.39609786311551565,0,0,0.07544992249591184,C,Mr,1,1,2,2,1,0,0,1,0,1,0,0,1,0,0,0
1,3,female,0.24125116135026325,0,0,0.031123720523929036,Q,Miss,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1,1,male,0.612883245586869,0,0,0.12449488209571614,C,Mr,1,1,3,3,1,0,0,1,0,0,1,0,1,0,0,0
0,3,male,0.36512852276246516,0,0,0.028312545766928994,S,Mr,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
1,2,female,0.5354598947042428,0,0,0.08433524271000126,S,Miss,1,1,3,2,0,1,1,0,0,0,0,1,0,1,0,0
0,3,male,0.33415918240941467,0,0,0.029115738554643292,S,Mr,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.3806131929389904,1,0,0.031123720523929036,Q,Mr,2,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
1,1,female,0.47352121399814184,1,0,0.4549083151416854,C,Miss,2,0,3,4,0,1,0,1,0,0,1,0,0,1,0,0
1,3,female,0.41158253329204086,0,0,0.031826514213179044,S,Miss,1,1,2,1,0,1,1,0,0,1,0,0,0,1,0,0
0,2,male,0.6438525859399195,1,0,0.10843102634143019,S,Mr,2,0,4,3,1,0,1,0,0,0,0,1,1,0,0,0
1,1,female,0.48900588417466706,0,0,0.3063847160123145,C,Miss,1,1,3,4,0,1,0,1,0,0,1,0,0,1,0,0
0,2,male,0.45803654382161657,0,0,0.04216762135500063,S,Mr,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0
1,3,male,0.24125116135026325,0,0,0.03232850970550048,S,Mr,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
0,2,male,0.41158253329204086,0,0,0.052207531201429354,S,Mr,1,1,2,2,1,0,1,0,0,0,0,1,1,0,0,0
0,3,male,0.7832146175286466,0,0,0.03232850970550048,S,Mr,1,1,4,1,1,0,1,0,0,1,0,0,1,0,0,0
1,1,male,0.5819139052338185,1,0,0.361436754471434,S,Mr,2,0,3,4,1,0,1,0,0,0,1,0,1,0,0,0
0,3,male,0.33415918240941467,0,0,0.037549262825643415,S,Mr,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0
1,2,male,0.28770517187983896,0,0,0.04216762135500063,S,Mr,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0
0,3,male,0.3109321771446268,0,0,0.029115738554643292,S,Mr,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
0,2,male,0.2722205017033137,0,0,0.052207531201429354,S,Mr,1,1,0,2,1,0,1,0,0,0,0,1,1,0,0,0
0,3,female,0.32641684732115206,3,1,0.10227334883441852,S,Miss,5,0,1,3,0,1,1,0,0,1,0,0,0,1,0,0
1,1,female,0.5354598947042428,1,0,0.335232589772255,S,Mr,2,0,3,4,0,1,1,0,0,0,1,0,1,0,0,0
0,3,male,0.44255187364509135,0,0,0.031224119622393326,S,Mr,1,1,2,0,1,0,1,0,0,1,0,0,1,0,0,0
0,2,male,0.9070919789408486,0,0,0.054215513170715095,S,Mr,1,1,4,2,1,0,1,0,0,0,0,1,1,0,0,0
1,3,female,0.0709197894084856,4,2,0.1260510681219126,S,Miss,7,0,0,3,0,1,1,0,0,1,0,0,0,1,0,0
0,2,male,0.36512852276246516,0,0,0.04216762135500063,S,Mr,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0
0,3,female,0.32641684732115206,0,0,0.03032052773621474,S,Miss,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
0,2,male,0.67482192629297,1,0,0.10441506240285871,S,Mr,2,0,4,3,1,0,1,0,0,0,0,1,1,0,0,0
1,2,female,0.11737379993806132,0,2,0.10541905338750157,S,Miss,3,0,0,3,0,1,1,0,0,0,0,1,0,1,0,0
0,2,male,0.28770517187983896,0,0,0.04216762135500063,S,Mr,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0
0,2,male,0.5044905543511923,0,0,0.04929595734596502,S,Mr,1,1,3,2,1,0,1,0,0,0,0,1,1,0,0,0
0,3,female,0.32641684732115206,1,0,0.05804754596090001,C,Miss,2,0,1,2,0,1,0,1,0,1,0,0,0,1,0,0
1,3,female,0.32641684732115206,1,0,0.06224744104785807,Q,Miss,2,0,1,2,0,1,0,0,1,1,0,0,0,1,0,0
0,2,male,0.44255187364509135,0,0,0.04216762135500063,S,Mr,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0
0,3,male,0.33415918240941467,0,0,0.028613743062321857,S,Mr,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.45803654382161657,0,0,0.029015339456179005,C,Mr,1,1,2,0,1,0,0,1,0,1,0,0,1,0,0,0
0,1,male,0.67482192629297,2,0,0.361436754471434,Q,rare,3,0,4,4,1,0,0,0,1,0,1,0,0,0,0,1
0,3,female,0.3806131929389904,0,0,0.031224119622393326,S,Miss,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
1,2,female,0.36512852276246516,0,2,0.058231477109286583,S,Mr,3,0,1,2,0,1,1,0,0,0,0,1,1,0,0,0
1,1,male,0.5664292350572933,1,1,0.21105577202047374,S,Mr,3,0,3,4,1,0,1,0,0,0,1,0,1,0,0,0
0,2,male,0.8296686280582224,1,0,0.10441506240285871,S,rare,2,0,4,3,1,0,1,0,0,0,0,1,0,0,0,1
0,3,male,0.3806131929389904,0,0,0.029115738554643292,S,Mr,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,female,0.44255187364509135,1,1,0.0420170227073042,S,Mr,3,0,2,1,0,1,1,0,0,1,0,0,1,0,0,0
0,1,male,0.9535459894704242,0,0,0.10662384256907302,S,Mr,1,1,4,3,1,0,1,0,0,0,1,0,1,0,0,0
0,3,male,0.45803654382161657,1,0,0.06465701941100097,S,Mr,2,0,2,2,1,0,1,0,0,1,0,0,1,0,0,0
0,3,female,0.6283679157633942,0,2,0.08117267110837621,S,Mr,3,0,4,2,0,1,1,0,0,1,0,0,1,0,0,0
1,3,female,0.44255187364509135,0,2,0.061226583014673194,C,Mr,3,0,2,2,0,1,0,1,0,1,0,0,1,0,0,0
1,1,female,0.5354598947042428,0,0,0.3180643439348619,C,Mr,1,1,3,4,0,1,0,1,0,0,1,0,1,0,0,0
1,1,female,0.45803654382161657,0,0,0.34738088068643375,S,Miss,1,1,2,4,0,1,1,0,0,0,1,0,0,1,0,0
1,1,female,0.5354598947042428,0,0,1.0,C,Miss,1,1,3,4,0,1,0,1,0,0,1,0,0,1,0,0
1,2,female,0.7677299473521214,0,1,0.10441506240285871,S,Mr,2,0,4,3,0,1,1,0,0,0,0,1,1,0,0,0
1,3,male,0.03995044905543512,4,2,0.1260510681219126,S,Master,7,0,0,3,1,0,1,0,0,1,0,0,0,0,1,0
0,1,male,0.7986992877051718,1,1,0.3198715277072191,S,Mr,3,0,4,4,1,0,1,0,0,0,1,0,1,0,0,0
0,1,male,0.612883245586869,0,0,0.0,S,Mr,1,1,3,0,1,0,1,0,0,0,1,0,1,0,0,0
0,3,female,0.32641684732115206,0,0,0.031123720523929036,Q,Miss,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
0,2,male,0.550944564880768,0,0,0.04216762135500063,S,Mr,1,1,3,1,1,0,1,0,0,0,0,1,1,0,0,0
0,3,male,0.24125116135026325,4,1,0.15938356881205595,S,Mr,6,0,0,3,1,0,1,0,0,1,0,0,1,0,0,0
1,3,male,0.3806131929389904,1,0,0.031224119622393326,S,Mr,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,female,0.8916073087643234,0,1,0.6162998659230271,S,Mr,2,0,4,4,0,1,1,0,0,0,1,0,1,0,0,0
1,1,female,0.5354598947042428,0,0,0.5446984416694483,S,Miss,1,1,3,4,0,1,1,0,0,0,1,0,0,1,0,0
0,1,male,0.612883245586869,0,0,0.12449488209571614,S,Mr,1,1,3,3,1,0,1,0,0,0,1,0,1,0,0,0
1,3,male,0.3806131929389904,0,0,0.0,S,Mr,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
1,2,female,0.6283679157633942,0,1,0.07831129680214403,S,Mr,2,0,4,2,0,1,1,0,0,0,0,1,1,0,0,0
0,1,male,0.5664292350572933,0,1,0.11927412897557321,C,Mr,2,0,3,3,1,0,0,1,0,0,1,0,1,0,0,0
1,1,female,0.9690306596469496,1,0,0.31307772151233765,S,Miss,2,0,4,4,0,1,1,0,0,0,1,0,0,1,0,0
0,3,female,0.6903065964694952,0,0,0.031123720523929036,S,Miss,1,1,4,0,0,1,1,0,0,1,0,0,0,1,0,0
0,2,male,0.45803654382161657,0,0,0.0,S,Mr,1,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0
0,3,male,0.10188912976153608,4,1,0.1169649497108946,Q,Master,6,0,0,3,1,0,0,0,1,1,0,0,0,0,1,0
1,3,female,0.5354598947042428,1,1,0.08132326975607264,S,Mr,3,0,3,2,0,1,1,0,0,1,0,0,1,0,0,0
0,3,male,0.4270672034685661,0,0,0.031542183966328186,S,Mr,1,1,2,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.24125116135026325,0,0,0.03815165741642914,S,Mr,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
1,3,male,0.28770517187983896,0,0,0.03232850970550048,S,Mr,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
0,1,male,0.612883245586869,0,0,0.10441506240285871,S,Mr,1,1,3,3,1,0,1,0,0,0,1,0,1,0,0,0
0,3,male,0.5044905543511923,0,0,0.034788287617875516,C,Mr,1,1,3,1,1,0,0,1,0,1,0,0,1,0,0,0
1,3,male,0.45803654382161657,0,0,0.03815165741642914,S,Mr,1,1,2,1,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.33415918240941467,0,0,0.031709248066172764,S,Mr,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0
1,2,male,0.6438525859399195,0,0,0.052207531201429354,S,Mr,1,1,4,2,1,0,1,0,0,0,0,1,1,0,0,0
1,3,female,0.33415918240941467,0,0,0.031123720523929036,Q,Miss,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
1,1,female,0.39609786311551565,0,0,0.31665875655636183,S,Miss,1,1,2,4,0,1,1,0,0,0,1,0,0,1,0,0
1,1,female,0.28770517187983896,1,0,0.3657707827539403,C,Mr,2,0,0,4,0,1,0,1,0,0,1,0,1,0,0,0
0,2,male,0.550944564880768,0,0,0.051705535709107915,C,Mr,1,1,3,2,1,0,0,1,0,0,0,1,1,0,0,0
0,3,female,0.36512852276246516,0,0,0.035541280856357674,S,Miss,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0
0,3,male,0.36512852276246516,0,0,0.031709248066172764,S,Mr,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.35738618767420255,0,0,0.029032206504721002,C,Mr,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0
0,1,female,0.02446577887890988,1,2,0.6086193348905091,S,Miss,4,0,0,4,0,1,1,0,0,0,1,0,0,1,0,0
1,1,male,0.612883245586869,0,0,0.1224869001264304,S,Mr,1,1,3,3,1,0,1,0,0,0,1,0,1,0,0,0
1,1,female,0.7677299473521214,0,1,0.9940346068463658,C,Mr,2,0,4,4,0,1,0,1,0,0,1,0,1,0,0,0
1,3,male,0.3806131929389904,2,0,0.09337116157178711,Q,Mr,3,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0
0,3,male,0.28770517187983896,0,0,0.0,S,Mr,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,2,female,0.4270672034685661,0,0,0.04959715464135788,Q,Miss,1,1,2,2,0,1,0,0,1,0,0,1,0,1,0,0
1,1,male,0.00774233508826262,1,2,0.6086193348905091,S,Master,4,0,0,4,1,0,1,0,0,0,1,0,0,0,1,0
1,1,female,0.5354598947042428,0,0,0.44530333418980395,C,Miss,1,1,3,4,0,1,0,1,0,0,1,0,0,1,0,0
1,1,female,0.25673583152678847,1,0,0.43733847291043515,C,Mr,2,0,0,4,0,1,0,1,0,0,1,0,1,0,0,0
0,2,male,0.45803654382161657,1,0,0.09638313452571573,C,Mr,2,0,2,3,1,0,0,1,0,0,0,1,1,0,0,0
1,1,female,0.45803654382161657,0,0,0.228625614251724,C,Miss,1,1,2,4,0,1,0,1,0,0,1,0,0,1,0,0
1,1,female,0.36512852276246516,0,0,0.33396073399290943,C,Miss,1,1,1,4,0,1,0,1,0,0,1,0,0,1,0,0
1,1,female,0.2722205017033137,2,2,1.0,C,Miss,5,0,0,4,0,1,0,1,0,0,1,0,0,1,0,0
0,2,female,0.39609786311551565,1,1,0.10441506240285871,S,Mr,3,0,2,3,0,1,1,0,0,0,0,1,1,0,0,0
0,2,male,0.6593372561164447,1,1,0.10541905338750157,S,Mr,3,0,4,3,1,0,1,0,0,0,0,1,1,0,0,0
1,3,female,0.39609786311551565,0,0,0.031542183966328186,S,Miss,1,1,2,0,0,1,1,0,0,1,0,0,0,1,0,0
1,2,female,0.36512852276246516,1,0,0.10441506240285871,S,Mr,2,0,1,3,0,1,1,0,0,0,0,1,1,0,0,0
0,2,male,0.8296686280582224,0,0,0.05622349514000084,S,rare,1,1,4,2,1,0,1,0,0,0,0,1,0,0,0,1
1,1,female,0.47352121399814184,0,2,0.662098721871284,S,Miss,3,0,3,4,0,1,1,0,0,0,1,0,0,1,0,0
1,1,female,0.612883245586869,1,1,0.5401471497378653,C,Mr,3,0,3,4,0,1,0,1,0,0,1,0,1,0,0,0
0,3,male,0.41158253329204086,0,0,0.031709248066172764,S,Mr,1,1,2,1,1,0,1,0,0,1,0,0,1,0,0,0
1,2,female,0.45803654382161657,0,0,0.04959715464135788,Q,Miss,1,1,2,2,0,1,0,0,1,0,0,1,0,1,0,0
1,2,female,0.33415918240941467,1,1,0.11646295421857317,S,Mr,3,0,1,3,0,1,1,0,0,0,0,1,1,0,0,0
1,1,female,0.550944564880768,0,0,0.5446984416694483,C,Miss,1,1,3,4,0,1,0,1,0,0,1,0,0,1,0,0
0,3,male,0.938061319293899,0,0,0.02504957506683966,S,Mr,1,1,4,0,1,0,1,0,0,1,0,0,1,0,0,0
1,2,female,0.550944564880768,0,0,0.052207531201429354,S,Mr,1,1,3,2,0,1,1,0,0,0,0,1,1,0,0,0
1,3,female,0.47352121399814184,1,1,0.0824276598391798,S,Mr,3,0,3,2,0,1,1,0,0,1,0,0,1,0,0,0
1,1,female,0.24125116135026325,0,1,0.23284237638722405,C,Miss,2,0,0,4,0,1,0,1,0,0,1,0,0,1,0,0
1,3,female,0.32641684732115206,2,0,0.09337116157178711,Q,Miss,3,0,1,3,0,1,0,0,1,1,0,0,0,1,0,0
0,1,male,0.6980489315577578,0,0,0.11445497224928743,S,Mr,1,1,4,3,1,0,1,0,0,0,1,0,1,0,0,0
0,1,male,0.5819139052338185,0,1,0.6162998659230271,S,Mr,2,0,3,4,1,0,1,0,0,0,1,0,1,0,0,0
0,3,male,0.24125116135026325,2,0,0.0722873508942868,S,Mr,3,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0
1,1,female,0.5354598947042428,1,0,0.5367335803900795,S,Mr,2,0,3,4,0,1,1,0,0,0,1,0,1,0,0,0
0,1,male,0.44255187364509135,1,0,0.2674631983088611,S,Mr,2,0,2,4,1,0,1,0,0,0,1,0,1,0,0,0
1,1,female,0.6283679157633942,0,0,0.5401471497378653,C,Miss,1,1,4,4,0,1,0,1,0,0,1,0,0,1,0,0
1,3,male,0.6903065964694952,0,0,0.03232850970550048,S,Mr,1,1,4,1,1,0,1,0,0,1,0,0,1,0,0,0
0,1,male,0.6903065964694952,0,0,0.14256671981928784,S,Mr,1,1,4,3,1,0,1,0,0,0,1,0,1,0,0,0
1,2,male,0.02446577887890988,1,1,0.10441506240285871,S,Master,3,0,0,3,1,0,1,0,0,0,0,1,0,0,1,0
1,1,female,0.36512852276246516,3,2,1.0,S,Miss,6,0,1,4,0,1,1,0,0,0,1,0,0,1,0,0
0,2,male,0.4270672034685661,0,0,0.052207531201429354,S,Mr,1,1,2,2,1,0,1,0,0,0,0,1,1,0,0,0
0,2,male,0.550944564880768,0,0,0.052207531201429354,S,Mr,1,1,3,2,1,0,1,0,0,0,0,1,1,0,0,0
1,2,female,0.36512852276246516,0,0,0.052207531201429354,S,Miss,1,1,1,2,0,1,1,0,0,0,0,1,0,1,0,0
1,2,female,0.612883245586869,0,0,0.052207531201429354,S,Miss,1,1,3,2,0,1,1,0,0,0,0,1,0,1,0,0
1,3,female,0.32641684732115206,1,0,0.06465701941100097,S,Mr,2,0,1,2,0,1,1,0,0,1,0,0,1,0,0,0
1,3,male,0.03995044905543512,1,1,0.06385382662328667,S,Master,3,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0
0,3,male,0.6438525859399195,0,0,0.034788287617875516,S,Mr,1,1,4,1,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.3496438525859399,0,0,0.03704726733332198,S,Mr,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0
0,1,male,0.612883245586869,0,0,0.1405587378500021,S,Mr,1,1,3,3,1,0,1,0,0,0,1,0,1,0,0,0
0,3,male,0.225766491173738,1,1,0.029032206504721002,C,Mr,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0,3,male,0.3806131929389904,1,0,0.0714841581065725,S,Mr,2,0,1,2,1,0,1,0,0,1,0,0,1,0,0,0
1,1,female,0.33415918240941467,0,1,0.22087801662143186,S,Miss,2,0,1,4,0,1,1,0,0,0,1,0,0,1,0,0
0,2,female,0.5819139052338185,0,0,0.052207531201429354,S,Miss,1,1,3,2,0,1,1,0,0,0,0,1,0,1,0,0
0,3,male,0.612883245586869,1,4,0.11204539388614453,S,Mr,6,0,3,3,1,0,1,0,0,1,0,0,1,0,0,0
0,2,male,0.44255187364509135,1,0,0.11132573314835252,C,Mr,2,0,2,3,1,0,0,1,0,0,0,1,1,0,0,0
0,3,female,0.6903065964694952,0,1,0.05804754596090001,C,Mr,2,0,4,2,0,1,0,1,0,1,0,0,1,0,0,0
0,3,male,0.5354598947042428,0,0,0.028312545766928994,S,Mr,1,1,3,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.45803654382161657,0,0,0.029115738554643292,S,Mr,1,1,2,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,female,0.9225766491173738,1,0,0.30220128637750454,C,Mr,2,0,4,4,0,1,0,1,0,0,1,0,1,0,0,0
1,3,female,0.32641684732115206,0,0,0.029032206504721002,C,Mr,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0
1,1,female,0.36512852276246516,0,0,0.2783063009430041,C,rare,1,1,1,4,0,1,0,1,0,0,1,0,0,0,0,1
1,1,male,0.3806131929389904,1,0,0.22265186789309888,C,Mr,2,0,1,4,1,0,0,1,0,0,1,0,1,0,0,0
0,3,male,0.2722205017033137,1,0,0.026086898552172676,S,Mr,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.28770517187983896,0,0,0.03232850970550048,S,Mr,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
0,1,male,0.33415918240941467,0,0,0.5446984416694483,C,Mr,1,1,1,4,1,0,0,1,0,0,1,0,1,0,0,0
0,3,female,0.03995044905543512,3,1,0.08463644000539412,S,Miss,5,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0
1,1,female,0.5354598947042428,1,0,0.32999496960357005,C,Mr,2,0,3,4,0,1,0,1,0,0,1,0,1,0,0,0
1,3,female,0.33415918240941467,0,0,0.029115738554643292,S,Miss,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
0,1,male,0.41158253329204086,0,2,0.8493763730078698,C,Mr,3,0,2,4,1,0,0,1,0,0,1,0,1,0,0,0
0,3,male,0.3031898420563642,0,0,0.016114055303518098,C,Mr,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0,3,male,0.28770517187983896,0,0,0.031224119622393326,S,Mr,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,female,0.6438525859399195,0,0,0.9137321951234779,C,Miss,1,1,4,4,0,1,0,1,0,0,1,0,0,1,0,0
1,3,female,0.00898110870238464,0,2,0.0632180995318108,C,Miss,3,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0
0,3,male,0.48900588417466706,0,0,0.031826514213179044,S,Mr,1,1,3,1,1,0,1,0,0,1,0,0,1,0,0,0
1,1,female,0.5354598947042428,1,0,0.20883012480571742,S,Mr,2,0,3,4,0,1,1,0,0,0,1,0,1,0,0,0
0,2,male,0.2722205017033137,0,0,0.2951733494850044,S,Mr,1,1,0,4,1,0,1,0,0,0,0,1,1,0,0,0
0,3,male,0.00898110870238464,5,2,0.1883487087190028,S,Master,8,0,0,4,1,0,1,0,0,1,0,0,0,0,1,0
1,2,female,0.550944564880768,0,0,0.052207531201429354,S,Miss,1,1,3,2,0,1,1,0,0,0,0,1,0,1,0,0
0,3,male,0.3806131929389904,0,0,0.031040188474006747,Q,Mr,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0
1,2,female,0.25673583152678847,0,0,0.048191567262857865,C,Miss,1,1,0,2,0,1,0,1,0,0,0,1,0,1,0,0
1,1,male,0.550944564880768,1,2,0.48191567262857865,S,Mr,4,0,3,4,1,0,1,0,0,0,1,0,1,0,0,0
1,3,male,0.3186745122328894,0,0,0.03130765167231561,S,Mr,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.4270672034685661,2,0,0.031826514213179044,S,Mr,3,0,2,1,1,0,1,0,0,1,0,0,1,0,0,0
1,1,female,0.3496438525859399,1,0,0.4549083151416854,C,Miss,2,0,1,4,0,1,0,1,0,0,1,0,0,1,0,0
1,3,female,0.36512852276246516,0,2,0.06706659777414385,S,Mr,3,0,1,2,0,1,1,0,0,1,0,0,1,0,0,0
0,3,male,0.33415918240941467,0,0,0.03130765167231561,S,Mr,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,female,0.47352121399814184,0,0,0.031542183966328186,S,Miss,1,1,3,0,0,1,1,0,0,1,0,0,0,1,0,0
0,2,male,0.7057912666460204,0,0,0.10441506240285871,S,Mr,1,1,4,3,1,0,1,0,0,0,0,1,1,0,0,0
0,2,male,0.3496438525859399,0,0,0.04216762135500063,S,rare,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1
1,2,female,0.4270672034685661,0,0,0.05080194382292933,S,Mr,1,1,2,2,0,1,1,0,0,0,0,1,1,0,0,0
1,3,male,0.5973985754103438,0,0,0.031826514213179044,S,Mr,1,1,3,1,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.39609786311551565,0,0,0.03232850970550048,S,Mr,1,1,2,1,1,0,1,0,0,1,0,0,1,0,0,0
0,3,female,0.3186745122328894,1,0,0.03945684569646487,S,Miss,2,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0
0,3,male,0.4270672034685661,1,0,0.06365302842635809,S,Mr,2,0,2,2,1,0,1,0,0,1,0,0,1,0,0,0
0,3,female,0.3031898420563642,0,0,0.034788287617875516,S,Miss,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0
0,2,male,0.5199752245277175,1,0,0.08433524271000126,S,Mr,2,0,3,2,1,0,1,0,0,0,0,1,1,0,0,0
0,3,male,0.7832146175286466,0,0,0.031123720523929036,S,Mr,1,1,4,0,1,0,1,0,0,1,0,0,1,0,0,0
1,2,male,0.03995044905543512,1,1,0.07529932384821542,S,Master,3,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0
0,3,male,0.3186745122328894,0,0,0.031224119622393326,S,Mr,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.3806131929389904,0,0,0.02754268547990484,Q,Mr,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0
1,1,female,0.5044905543511923,1,0,0.361436754471434,Q,Miss,2,0,3,4,0,1,0,0,1,0,1,0,0,1,0,0
1,3,male,0.67482192629297,0,0,0.031826514213179044,S,Mr,1,1,4,1,1,0,1,0,0,1,0,0,1,0,0,0
0,3,female,0.32641684732115206,0,0,0.03232850970550048,S,Mr,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0
1,2,female,0.5199752245277175,1,1,0.13051882800357337,S,Mr,3,0,3,3,0,1,1,0,0,0,0,1,1,0,0,0
1,2,female,0.2722205017033137,0,2,0.052207531201429354,S,Miss,3,0,0,2,0,1,1,0,0,0,0,1,0,1,0,0
0,3,female,0.1483431402911118,0,2,0.09698552911650145,S,Miss,3,0,0,3,0,1,1,0,0,1,0,0,0,1,0,0
0,3,male,0.3186745122328894,0,0,0.031056653926154892,Q,Mr,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0
